FK_RESENAR,PK_ARENDE,ARENDE_FARDSATT,ARENDE_ANTAL_LEDSAGARE,ARENDE_ELMOPED,ARENDE_ENSAMAKNING,ARENDE_FRAMSATESPLACERING,ARENDE_ALLERGIANPASSAT,ARENDE_HUND,ARENDE_LANSGRANSDISPENS,ARENDE_BATTAXI,ARENDE_BRYGGA_1,ARENDE_BRYGGA_2
199302152393,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199302162384,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199302162392,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199302172383,,Taxi,0,Nej,Nej,Nej, , , , ,,
199302172391,,Taxi,0,Nej,Nej, , , , , ,,
199302182382,,Bartaxi,0,Nej, , , , , , ,,
199302182390,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199302192381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199302192399,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199302202388,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199302202396,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199302212387,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199302212395,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199302222386,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199302222394,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199302232385,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199302232393,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199302242384,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199302242392,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199302252383,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199302252391,,Taxi,0,Ja,Ja,Ja, , , , ,,
199302262382,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199302262390,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199302272381,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199302272399,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199302282380,,Rullstolstaxi,0,Ja,Ja,Nej, , , , ,,
199302282398,,Taxi,0,Ja,Ja, , , , , ,,
199303012380,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199303012398,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199303022389,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199303032388,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199303032396,,Taxi,0,Ja,Nej,Nej, , , , ,,
199303042387,,Taxi,0,Ja,Nej, , , , , ,,
199303042395,,Taxi,0,Ja, , , , , , ,,
199303052386,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199303052394,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199303062385,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199303062393,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199303072384,,Taxi,0,Nej,Nej,Nej, , , , ,,
199303072392,,Taxi,0,Nej,Nej, , , , , ,,
199303082383,,Taxi,0,Nej, , , , , , ,,
199303082391,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199303092382,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199303092390,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199303102389,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199303102397,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199303112388,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199303112396,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199303122387,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199303122395,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199303132386,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199303132394,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199303142385,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199303142393,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199303152384,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199303152392,,Taxi,0,Ja,Ja,Ja, , , , ,,
199303162383,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199303162391,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199303172382,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199303172390,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199303182381,,Bartaxi,0,Ja,Ja,Nej, , , , ,,
199303182399,,Rullstolstaxi,0,Ja,Ja, , , , , ,,
199303192380,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199303192398,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199303202387,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199303202395,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199303212386,,Rullstolstaxi,0,Ja,Nej,Nej, , , , ,,
199303212394,,Taxi,0,Ja,Nej, , , , , ,,
199303222385,,Taxi,0,Ja, , , , , , ,,
199303232384,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199303242383,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199303252382,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199303262381,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199303262399,,Taxi,0,Nej,Nej,Nej, , , , ,,
199303272380,,Taxi,0,Nej,Nej, , , , , ,,
199303272398,,Taxi,0,Nej, , , , , , ,,
199303282389,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199303282397,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199303292388,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199303292396,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199303302385,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199303302393,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199303312384,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199303312392,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199304012389,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199304012397,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199304022388,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199304022396,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199304032387,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199304032395,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199304042386,,Taxi,0,Ja,Ja,Ja, , , , ,,
199304042394,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199304052385,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199304052393,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199304062384,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199304062392,,Taxi,0,Ja,Ja,Nej, , , , ,,
199304072383,,Taxi,0,Ja,Ja, , , , , ,,
199304082382,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199304082390,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199304092381,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199304092399,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199304102388,,Taxi,0,Ja,Nej,Nej, , , , ,,
199304112387,,Taxi,0,Ja,Nej, , , , , ,,
199304122386,,Taxi,0,Ja, , , , , , ,,
199304132385,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199304142384,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199304142392,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199304152383,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199304152391,,Taxi,0,Nej,Nej,Nej, , , , ,,
199304162382,,Taxi,0,Nej,Nej, , , , , ,,
199304162390,,Taxi,0,Nej, , , , , , ,,
199304172399,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199304182380,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199304182398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199304192389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199304192397,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199304202386,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199304202394,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199304212385,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199304212393,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199304222384,,Rullstolstaxi,0,Ja,Ja,Ja,Ja, , , ,,
199304222392,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199304232383,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199304242382,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199304252381,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199304252399,,Taxi,0,Ja,Ja,Ja, , , , ,,
199304262380,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199304262398,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199304272389,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199304272397,,Rullstolstaxi,0,Ja,Ja,Nej,Nej, , , ,,
199304282388,,Taxi,0,Ja,Ja,Nej, , , , ,,
199304282396,,Taxi,0,Ja,Ja, , , , , ,,
199304292387,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199304302384,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199304302392,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199305012388,,Bartaxi,0,Ja,Nej,Nej,Nej, , , ,,
199305012396,,Taxi,0,Ja,Nej,Nej, , , , ,,
199305022387,,Taxi,0,Ja,Nej, , , , , ,,
199305022395,,Taxi,0,Ja, , , , , , ,,
199305032386,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199305032394,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199305042385,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199305042393,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199305052384,,Taxi,0,Nej,Nej,Nej, , , , ,,
199305052392,,Bartaxi,0,Nej,Nej, , , , , ,,
199305062383,,Taxi,0,Nej, , , , , , ,,
199305062391,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199305072382,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199305072390,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199305082381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199305082399,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199305092380,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199305092398,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199305102387,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199305102395,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199305112386,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199305112394,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199305122385,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199305122393,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199305132384,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199305132392,,Taxi,0,Ja,Ja,Ja, , , , ,,
199305142383,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199305142391,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199305152382,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199305152390,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199305162381,,Bartaxi,0,Ja,Ja,Nej, , , , ,,
199305172380,,Taxi,0,Ja,Ja, , , , , ,,
199305172398,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199305182389,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199305182397,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199305192388,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199305192396,,Taxi,0,Ja,Nej,Nej, , , , ,,
199305202385,,Taxi,0,Ja,Nej, , , , , ,,
199305202393,,Taxi,0,Ja, , , , , , ,,
199305212384,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199305212392,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199305222383,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199305222391,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199305232382,,Taxi,0,Nej,Nej,Nej, , , , ,,
199305232390,,Taxi,0,Nej,Nej, , , , , ,,
199305242381,,Taxi,0,Nej, , , , , , ,,
199305252380,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199305252398,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199305262389,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199305262397,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199305272388,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199305272396,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199305282387,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199305282395,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199305292386,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199305292394,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199305302383,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199305302391,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199305312382,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199305312390,,Rullstolstaxi,0,Ja,Ja,Ja,Nej, , , ,,
199306012387,,Rullstolstaxi,0,Ja,Ja,Ja, , , , ,,
199306012395,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199306022386,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199306022394,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199306032385,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199306032393,,Taxi,0,Ja,Ja,Nej, , , , ,,
199306042384,,Taxi,0,Ja,Ja, , , , , ,,
199306042392,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199306052383,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199306062382,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199306072381,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199306072399,,Bartaxi,0,Ja,Nej,Nej, , , , ,,
199306082380,,Taxi,0,Ja,Nej, , , , , ,,
199306092389,,Taxi,0,Ja, , , , , , ,,
199306102386,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199306112385,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199306112393,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199306122384,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199306132383,,Taxi,0,Nej,Nej,Nej, , , , ,,
199306142382,,Rullstolstaxi,0,Nej,Nej, , , , , ,,
199306142390,,Taxi,0,Nej, , , , , , ,,
199306152381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199306152399,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199306162380,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199306162398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199306172389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199306172397,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199306182388,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199306182396,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199306192387,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199306192395,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199306202384,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199306202392,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199306212383,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199306212391,,Bartaxi,0,Ja,Ja,Ja,Nej, , , ,,
199306222382,,Taxi,0,Ja,Ja,Ja, , , , ,,
199306222390,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199306232381,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199306232399,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199306242380,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199306242398,,Taxi,0,Ja,Ja,Nej, , , , ,,
199306252389,,Taxi,0,Ja,Ja, , , , , ,,
199306252397,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199306262388,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199306262396,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199306272387,,Bartaxi,0,Ja,Nej,Nej,Nej, , , ,,
199306282386,,Taxi,0,Ja,Nej,Nej, , , , ,,
199306282394,,Taxi,0,Ja,Nej, , , , , ,,
199306292385,,Taxi,0,Ja, , , , , , ,,
199306292393,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199306302382,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199306302390,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199307012386,,Bartaxi,0,Nej,Nej,Nej,Nej, , , ,,
199307012394,,Taxi,0,Nej,Nej,Nej, , , , ,,
199307022385,,Taxi,0,Nej,Nej, , , , , ,,
199307022393,,Taxi,0,Nej, , , , , , ,,
199307032384,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199307032392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199307042383,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199307042391,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199307052382,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199307052390,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199307062381,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199307062399,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199307072398,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199307082389,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199307082397,,Rullstolstaxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199307092388,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199307092396,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199307102385,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199307102393,,Bartaxi,0,Ja,Ja,Ja, , , , ,,
199307112384,,Rullstolstaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199307112392,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199307122383,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199307122391,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199307132382,,Taxi,0,Ja,Ja,Nej, , , , ,,
199307132390,,Taxi,0,Ja,Ja, , , , , ,,
199307142381,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199307142399,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199307152380,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199307152398,,Rullstolstaxi,0,Ja,Nej,Nej,Nej, , , ,,
199307162389,,Rullstolstaxi,0,Ja,Nej,Nej, , , , ,,
199307162397,,Taxi,0,Ja,Nej, , , , , ,,
199307172388,,Taxi,0,Ja, , , , , , ,,
199307172396,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199307182395,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199307192386,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199307202391,,Bartaxi,0,Nej,Nej,Nej,Nej, , , ,,
199307212382,,Bartaxi,0,Nej,Nej,Nej, , , , ,,
199307212390,,Bartaxi,0,Nej,Nej, , , , , ,,
199307222381,,Taxi,0,Nej, , , , , , ,,
199307222399,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199307232380,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199307232398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199307242389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199307242397,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199307252388,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199307252396,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199307262387,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199307262395,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199307272386,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199307272394,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199307282385,,Rullstolstaxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199307282393,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199307292384,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199307292392,,Taxi,0,Ja,Ja,Ja, , , , ,,
199307302381,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199307302399,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199307312380,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199307312398,,Rullstolstaxi,0,Ja,Ja,Nej,Nej, , , ,,
199308012385,,Bartaxi,0,Ja,Ja,Nej, , , , ,,
199308012393,,Taxi,0,Ja,Ja, , , , , ,,
199308022384,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199308022392,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199308032383,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199308032391,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199308042382,,Taxi,0,Ja,Nej,Nej, , , , ,,
199308042390,,Taxi,0,Ja,Nej, , , , , ,,
199308052381,,Taxi,0,Ja, , , , , , ,,
199308052399,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199308062380,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199308062398,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199308072389,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199308072397,,Rullstolstaxi,0,Nej,Nej,Nej, , , , ,,
199308082388,,Rullstolstaxi,0,Nej,Nej, , , , , ,,
199308082396,,Taxi,0,Nej, , , , , , ,,
199308092387,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199308092395,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199308102384,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199308102392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199308112383,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199308122382,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199308122390,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199308132381,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199308132399,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199308142380,,Rullstolstaxi,0,Ja,Ja,Ja,Ja, , , ,,
199308142398,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199308152389,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199308152397,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199308162388,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199308162396,,Bartaxi,0,Ja,Ja,Ja, , , , ,,
199308172387,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199308172395,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199308182386,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199308192385,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199308192393,,Rullstolstaxi,0,Ja,Ja,Nej, , , , ,,
199308202382,,Taxi,0,Ja,Ja, , , , , ,,
199308212381,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199308222380,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199308222398,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199308232389,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199308232397,,Taxi,0,Ja,Nej,Nej, , , , ,,
199308242388,,Taxi,0,Ja,Nej, , , , , ,,
199308242396,,Taxi,0,Ja, , , , , , ,,
199308252387,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199308252395,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199308262386,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199308262394,,Rullstolstaxi,0,Nej,Nej,Nej,Nej, , , ,,
199308272385,,Taxi,0,Nej,Nej,Nej, , , , ,,
199308272393,,Taxi,0,Nej,Nej, , , , , ,,
199308282384,,Taxi,0,Nej, , , , , , ,,
199308282392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199308292383,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199308292391,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199308302380,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199308302398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199308312389,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199308312397,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199309012384,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199309012392,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
