Pnr,PnrTyp,Tilltalskod,Fnamn,Mnamn,Enamn,Lan,Kommun,Fors,FbUtdelAdr2,FbPostnr,FbPostort,AvrOrsak,AviNamn,FbAviUtdelAdr,FbAviPostnr,FbAviPostort,Kon,SekrMark
199307292392,P,10,Malte Olliver, ,Esocidae,1,91,99,Olofsgatan 13,19330,Sigtuna,  ,"Esocidae, Malte Olliver",Olofsgatan 13,19330,Sigtuna      ,M,N
199307302381,P,10,Estelle, ,Hoppråttor,20,62,99,Stenvägen 4,79237,Mora,  ,"Hoppråttor, Estelle",Stenvägen 4,79237,Mora         ,K,N
199307302399,P,10,Andy, ,Saccostomus,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Saccostomus, Andy",Västra Hornsgatan 3,27432,Skurup       ,M,N
199307312380,P,10,Lena, ,Acus,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Acus, Lena",Allévägen 9A,13756,Tungelsta    ,K,N
199307312398,P,10,Marko Petrus, ,Gädda Esox,1,80,99,Bivägen 12A ,12558,Älvsjö,  ,"Gädda Esox, Marko Petrus",Bivägen 12A,12558,Älvsjö       ,M,N
199308012385,P,10,Elina, ,Håbrandsartade,1,81,99,Mörtstigen 30,15139,Södertälje,  ,"Håbrandsartade, Elina",Mörtstigen 30/Populus spp,15139,Södertälje   ,K,N
199308012393,P,10,Andrew, ,Ochrotomys,3,80,99,Ölandsresan 51,75755,Uppsala,  ,"Ochrotomys, Andrew",Ölandsresan 51,75755,Uppsala      ,M,N
199308022384,P,10,Ester, ,Ibisar,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Ibisar, Ester",Västra Hornsgatan 3,27432,Skurup       ,K,N
199308022392,P,10,Åke, ,Bjoerkna,1,91,99,Valstavägen 42,19550,Märsta,  ,"Bjoerkna, Åke",Valstavägen 42,19550,Märsta       ,M,N
199308032383,P,10,Emelie, ,Scombridae,8,40,99,Förrådsvägen 7,38631,Färjestaden,  ,"Scombridae, Emelie",Förrådsvägen 7,38631,Färjestaden  ,K,N
199308032391,P,10,Mathias Rafael, ,Lerskädda Hippoglossoides,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Lerskädda Hippoglossoides, Mathias",Vårbergsplan 10,12743,Skärholmen   ,M,N
199308042382,P,10,Hanna, ,Pirålar,1,26,99,Paradistorget 16,14147,Huddinge,UV,"Pirålar, Hanna",Paradistorget 16,14147,Huddinge     ,K,N
199308042390,P,10,Helmut, ,Storröding Salvelinus,1,82,99,Laxgatan 8,13343,Saltsjöbaden,  ,"Storröding Salvelinus, Helmut",Laxgatan 8,13343,Saltsjöbaden ,M,N
199308052381,P,10,Therese, ,Stensnultra Ctenolabrus,1,28,99,Westerdahlsvägen 39,14461,Rönninge,  ,"Stensnultra Ctenolabrus, Therese",Westerdahlsvägen 39,14461,Rönninge     ,K,N
199308052399,P,10,Axel, ,Clavata,1,80,99,Svartågatan 36,12845,Bagarmossen,  ,"Clavata, Axel",Svartågatan 36/Lundalm,12845,Bagarmossen  ,M,N
199308062380,P,10,Sandra Kimberly, ,Bleka Pollachius,1,82,99,Edövägen 16B,13230,Saltsjö-boo,  ,"Bleka Pollachius, Sandra Kimberly",Edövägen 16B,13230,Saltsjö-boo  ,K,N
199308062398,P,10,Bengt, ,Fjällröding Salvelinus,20,62,99,Stenvägen 4,79237,Mora,  ,"Fjällröding Salvelinus, Bengt",Stenvägen 4,79237,Mora         ,M,N
199308072389,P,10,Elvira, ,Referenser  ,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Referenser  , Elvira",Ljunggatan 13,41321,Göteborg     ,K,N
199308072397,P,10,Arne, ,Strigocuscus,1,80,99,Tideliusgatan 27,11869,Stockholm,  ,"Strigocuscus, Arne",Tideliusgatan 27/Populus,11869,Stockholm    ,M,N
199308082388,P,10,Ida, ,Australmöss,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Australmöss, Ida",Allévägen 9A,13756,Tungelsta    ,K,N
199308082396,P,10,Tobias, ,Dik-dikar,1,81,99,Nydalavägen 73,15251,Södertälje,  ,"Dik-dikar, Tobias",Nydalavägen 73,15251,Södertälje   ,M,N
199308092387,P,10,Sigrid, ,Gäddor,1,36,99,Södra Jordbrovägen 33,13654,Haninge,  ,"Gäddor, Sigrid",Södra Jordbrovägen 33,13654,Haninge      ,K,N
199308092395,P,10,Assar, ,Barbatula,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Barbatula, Assar",Västra Hornsgatan 3,27432,Skurup       ,M,N
199308102384,P,10,Denize, ,Anguilliformes,20,62,99,Stenvägen 4,79237,Mora,  ,"Anguilliformes, Denize",Stenvägen 4,79237,Mora         ,K,N
199308102392,P,10,Konstantin, ,Goraler,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,  ,"Goraler, Konstantin",SANDSTUGAN 2/Quercus,14992,Nynäshamn    ,M,N
199308112383,P,10,Emilia, ,Sillfiskar,20,62,99,Stenvägen 4,79237,Mora,  ,"Sillfiskar, Emilia",Stenvägen 4,79237,Mora         ,K,N
199308112391,P,  , , , ,1,98,99, ,     , ,  , , ,     ,             , ,J
199308122382,P,10,Ebba-Märta, ,Fiskar,1,82,99,Bergdalsvägen 29,13241,Saltsjö-boo,  ,"Fiskar, Ebba-Märta",Bergdalsvägen 29,13241,Saltsjö-boo  ,K,N
199308122390,P,10,Aston, ,Berggylta Labrus,24,82,99,Villagatan 2C,93162,Skellefteå,  ,"Berggylta Labrus, Aston",Villagatan 2C,93162,Skellefteå   ,M,N
199308132381,P,10,Elisabeth, ,Kantnål Syngnathus,25,83,99,Antmans väg 31,95334,Haparanda,  ,"Kantnål Syngnathus, Elisabeth",Antmans väg 31,95334,Haparanda    ,K,N
199308132399,P,10,Ante, ,Macropus,14,80,99,Arvesgärde 10,41744,Göteborg,  ,"Macropus, Ante",Arvesgärde 10,41744,Göteborg     ,M,N
199308142380,P,10,Gill, ,Hundhajar,3,80,99,Thunbergsvägen 14,75238,Uppsala,  ,"Hundhajar, Gill",Thunbergsvägen 14,75238,Uppsala      ,K,N
199308142398,P,10,Arnold, ,Menetes ,1,80,99,Kristallvägen 49F ,12678,Hägersten,  ,"Menetes , Arnold",Kristallvägen 49F,12678,Hägersten    ,M,N
199308152389,P,10,Maria, ,Jakanor,1,86,99,Korsfararvägen 46,18140,Lidingö,  ,"Jakanor, Maria",Korsfararvägen 46/Rönn,18140,Lidingö      ,K,N
199308152397,P,10,Gregoryous, ,Lavaretus,1,26,99,Terapivägen 16D,14156,Huddinge,  ,"Lavaretus, Gregoryous",Terapivägen 16D,14156,Huddinge     ,M,N
199308162388,P,10,Tina, ,Borstträdpiggsvin,1,36,99,Furunäs 30,13770,Dalarö,  ,"Borstträdpiggsvin, Tina",Furunäs 30,13770,Dalarö       ,K,N
199308162396,P,10,Edna, ,Perognathus,25,83,99,Antmans väg 31,95334,Haparanda,  ,"Perognathus, Edna",Antmans väg 31,95334,Haparanda    ,M,N
199308172387,P,10,Bettan, ,Syngnathiformes,8,40,99,Förrådsvägen 7,38631,Färjestaden,  ,"Syngnathiformes, Bettan",Förrådsvägen 7/Tysklönn,38631,Färjestaden  ,K,N
199308172395,P,10,Hans Göran, ,Regnbågsöring Oncorhynchus,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Regnbågsöring Oncorhynchus, Hans G",Klarbärsgatan 49,75452,Uppsala      ,M,N
199308182386,P,10,Fanny, ,Menetes ,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Menetes , Fanny",Allévägen 9A,13756,Tungelsta    ,K,N
199308182394,P,  , , , ,1,98,99, ,     , ,  , , ,     ,             , ,J
199308192385,P,10,Felicia, ,Aeglefinus,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Aeglefinus, Felicia",Hampvägen 4,14567,Norsborg     ,K,N
199308192393,P,10,Arwid, ,Asp Aspius,1,27,99,Månskensvägen 38,14646,Tullinge,  ,"Asp Aspius, Arwid",Månskensvägen 38,14646,Tullinge     ,M,N
199308202382,P,10,Estrid, ,Kuskusar,24,82,99,Villagatan 2C,93162,Skellefteå,  ,"Kuskusar, Estrid",Villagatan 2C,93162,Skellefteå   ,K,N
199308212381,P,10,Hillevi, ,Torskartade,1,80,99,Hövdingagatan 13,12652,Hägersten,UV,"Torskartade, Hillevi",Hövdingagatan 13,12652,Hägersten    ,K,N
199308222380,P,10,Emmi, ,Trybomi,3,80,99,Thunbergsvägen 14,75238,Uppsala,  ,"Trybomi, Emmi",Thunbergsvägen 14,75238,Uppsala      ,K,N
199308222398,P,10,Atle, ,Bleka Pollachius,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Bleka Pollachius, Atle",Liedbergsgatan 3B,35230,Växjö        ,M,N
199308232389,P,10,Veijo Kattarina, ,Arvicanthis,1,82,99,Edövägen 16B,13230,Saltsjö-boo,  ,"Arvicanthis, Veijo Kattarina",Edövägen 16B,13230,Saltsjö-boo  ,K,N
199308232397,P,10,John, ,Havskatt Anarhichas,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Havskatt Anarhichas, John",Ölmevägen 15,12332,Farsta       ,M,N
199308242388,P,10,Tekla Diana, ,Siklöja Coregonus,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Siklöja Coregonus, Tekla Diana",Vårbergsplan 10,12743,Skärholmen   ,K,N
199308242396,P,10,Viktor Bengt, ,Sundasciurus hippurus,1,86,99,Olvontunet 7,18148,Lidingö,  ,"Sundasciurus hippurus, Viktor Bengt",Olvontunet 7/Popplar,18148,Lidingö      ,M,N
199308252387,P,10,Liselott, ,Lucioperca,24,82,99,Villagatan 2C,93162,Skellefteå,  ,"Lucioperca, Liselott",Villagatan 2C,93162,Skellefteå   ,K,N
199308252395,P,10,Angelo, ,Eudocimus,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Eudocimus, Angelo",August MalmsG 17B/Sykomorlö,98136,Kiruna       ,M,N
199308262386,P,10,Evelina, ,Catreus,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Catreus, Evelina",Klarbärsgatan 49,75452,Uppsala      ,K,N
199308262394,P,10,Anthon, ,Phalanger,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Phalanger, Anthon",Klarbärsgatan 49,75452,Uppsala      ,M,N
199308272385,P,10,Carola Magda, ,Chaetomys,1,28,99,Emanuel Birkes väg 8C,14430,Rönninge,  ,"Chaetomys, Carola Magda",Emanuel Birkes väg 8C/Rödek,14430,Rönninge     ,K,N
199308272393,P,10,Axel, ,Cernuus,3,80,99,Ölandsresan 51,75755,Uppsala,  ,"Cernuus, Axel",Ölandsresan 51,75755,Uppsala      ,M,N
199308282384,P,10,Emely, ,Siklöja Coregonus,4,61,99,Dalgatan 42,64632,Gnesta,  ,"Siklöja Coregonus, Emely",Dalgatan 42,64632,Gnesta       ,K,N
199308282392,P,10,Adrian, ,Pirålar,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Pirålar, Adrian",Ljunggatan 13,41321,Göteborg     ,M,N
199308292383,P,10,Frida Linda, ,Gråsej-Pollachius,14,80,99,Arvesgärde 10,41744,Göteborg,  ,"Gråsej-Pollachius, Frida Linda",Arvesgärde 10,41744,Göteborg     ,K,N
199308292391,P,12,Curt-Göran, ,Vårsiklöja Coregonus,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Vårsiklöja Coregonus, Curt-Göran",Västra Hornsgatan 3,27432,Skurup       ,M,N
199308302380,P,10,Nanna, ,Salvelinus,1,20,99,Barrstigen 7,13936,Värmdö,  ,"Salvelinus, Nanna",Barrstigen 7,13936,Värmdö       ,K,N
199308302398,P,10,Otto Carl-Adam, ,Perognathus,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Perognathus, Otto Carl-Adam",Västra Hornsgatan 3,27432,Skurup       ,M,N
199308312389,P,10,Gabriella, ,Gäddor,23,80,99,Ringvägen 21A,83137,Östersund,  ,"Gäddor, Gabriella",Ringvägen 21A,83137,Östersund    ,K,N
199308312397,P,12,Bert-Sune, ,Knaggrocka Raja,1,80,99,Sergelgatan 12,11157,Stockholm,  ,"Knaggrocka Raja, Bert-Sune",Sergelgatan 12/Asp,11157,Stockholm    ,M,N
199309012384,P,10,Erika, ,Ekorrbäver,1,92,99,Odins väg 1C,14933,Nynäshamn,  ,"Ekorrbäver, Erika",Odins väg 1C,14933,Nynäshamn    ,K,N
199309012392,P,10,Ebbe Östen, ,Phloeomys,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Phloeomys, Ebbe Östen",Allévägen 9A,13756,Tungelsta    ,M,N
199309022383,P,10,Eveline, ,Plegadis,25,83,99,Antmans väg 31,95334,Haparanda,  ,"Plegadis, Eveline",Antmans väg 31,95334,Haparanda    ,K,N
199309022391,P,10,Henric, ,Thymallus,1,28,99,Emanuel Birkes väg 8C,14430,Rönninge,  ,"Thymallus, Henric",Emanuel Birkes väg 8C,14430,Rönninge     ,M,N
199309032382,P,10,Ida, ,Bandicootråttor,1,36,99,Furunäs 30,13770,Dalarö,  ,"Bandicootråttor, Ida",Furunäs 30,13770,Dalarö       ,K,N
199309032390,P,10,Sergej, ,Lamnidae,1,80,99,Liljeholmsvägen 30,11761,Stockholm,  ,"Lamnidae, Sergej",Liljeholmsvägen 30,11761,Stockholm    ,M,N
199309042381,P,10,Vera Albertina, ,Peromyscus,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Peromyscus, Vera Albertina",Allévägen 9A,13756,Tungelsta    ,K,N
199309042399,P,10,Mattias, ,Mixtus,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Mixtus, Mattias",Ölmevägen 15/Hybridasp,12332,Farsta       ,M,N
199309052380,P,10,Emilie, ,Sjuryggar,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Sjuryggar, Emilie",Västra Hornsgatan 3,27432,Skurup       ,K,N
199309052398,P,10,Baran, ,Eperlanus,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Eperlanus, Baran",Klarbärsgatan 49,75452,Uppsala      ,M,N
199309062389,P,40,Ingela Josefina Mirande Efraimsdotter, ,Phloeomys,1,80,99,Svartågatan 36,12845,Bagarmossen,  ,"Phloeomys, Ingela J M Efraimsdotter",Svartågatan 36,12845,Bagarmossen  ,K,N
199309062397,P,10,Antonio, ,Rhynchocyon,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Rhynchocyon, Antonio",Liedbergsgatan 3B,35230,Växjö        ,M,N
199309072388,P,10,Ethelé, ,Bandicota,23,80,99,Ringvägen 21A,83137,Östersund,  ,"Bandicota, Ethelé",Ringvägen 21A,83137,Östersund    ,K,N
199309072396,P,10,Bengt, ,Glasvar Lepidorhombus,1,80,99,Sergelgatan 12,11157,Stockholm,  ,"Glasvar Lepidorhombus, Bengt",Sergelgatan 12,11157,Stockholm    ,M,N
199309082387,P,10,Petra, ,Bandicota,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Bandicota, Petra",Klarbärsgatan 49,75452,Uppsala      ,K,N
199309082395,P,10,Dumbo, ,Pseudomys,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Pseudomys, Dumbo",Ljunggatan 13,41321,Göteborg     ,M,N
199309092386,P,10,Lina, ,Dalatiidae,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Dalatiidae, Lina",Hampvägen 4/Ulmus,14567,Norsborg     ,K,N
199309092394,P,10,Viktor Arvid John, ,Phaner,3,80,99,Thunbergsvägen 14,75238,Uppsala,  ,"Phaner, Viktor Arvid John",Thunbergsvägen 14,75238,Uppsala      ,M,N
199309102383,P,10,Magdalena, ,Rutilus,1,20,99,Barrstigen 7,13936,Värmdö,  ,"Rutilus, Magdalena",Barrstigen 7,13936,Värmdö       ,K,N
199309102391,P,10,Bastian, ,Faren Abramis,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Faren Abramis, Bastian",August MalmsG 17B/Fraxinus,98136,Kiruna       ,M,N
199309112382,P,10,Veronica, ,Eudocimus,1,26,99,Stationsvägen 34A,14140,Huddinge,  ,"Eudocimus, Veronica",Stationsvägen 34A,14140,Huddinge     ,K,N
199309112390,P,10,Harald, ,Scombrus,1,26,99,Stationsvägen 34A,14140,Huddinge,  ,"Scombrus, Harald",Stationsvägen 34A/Naverlönn,14140,Huddinge     ,M,N
199309122381,P,10,Laura Kristina, ,Macroscelides,1,92,99,Odins väg 1C,14933,Nynäshamn,  ,"Macroscelides, Laura Kristina",Odins väg 1C,14933,Nynäshamn    ,K,N
199309122399,P,10,Mun, ,Sjuryggar,1,40,99,Eldarevägen 13,15531,Nykvarn,  ,"Sjuryggar, Mun",Eldarevägen 13,15531,Nykvarn      ,M,N
199309132380,P,10,Telma, ,Sill/strömming Clupea,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Sill/strömming Clupea, Telma",Klarbärsgatan 49,75452,Uppsala      ,K,N
199309132398,P,10,Ben, ,Fiskar,4,86,99,Bruksvägen 6A,64751,Åkers Styckebruk,UV,"Fiskar, Ben",Bruksvägen 6A,64751,Åkers Styckeb,M,N
199309142389,P,10,Julia Kristina, ,Myxini  ,20,62,99,Stenvägen 4,79237,Mora,  ,"Myxini  , Julia Kristina",Stenvägen 4,79237,Mora         ,K,N
199309142397,P,10,Anthony, ,Cheirogaleus,25,83,99,Antmans väg 31,95334,Haparanda,  ,"Cheirogaleus, Anthony",Antmans väg 31/Popplar,95334,Haparanda    ,M,N
199309152388,P,10,Celine, ,Macropus,1,80,99,Tideliusgatan 27,11869,Stockholm,  ,"Macropus, Celine",Tideliusgatan 27,11869,Stockholm    ,K,N
199309152396,P,10,Gustaf Adolf, ,Lumpus,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Lumpus, Gustaf Adolf",Allévägen 9A,13756,Tungelsta    ,M,N
199309162387,P,10,Fanny, ,Microparra,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Microparra, Fanny",Liedbergsgatan 3B,35230,Växjö        ,K,N
199309162395,P,12,Curt-Ingvar, ,Ål Anguilla,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Ål Anguilla, Curt-Ingvar",Allévägen 9A,13756,Tungelsta    ,M,N
199309172386,P,10,Nadja, ,Rödtunga Glyptocephalus,1,36,99,Södra Jordbrovägen 33,13654,Haninge,  ,"Rödtunga Glyptocephalus, Nadja",Södra Jordbrovägen 33,13654,Haninge      ,K,N
199309172394,P,10,Fernando, ,Draco,1,81,99,Nydalavägen 73,15251,Södertälje,  ,"Draco, Fernando",Nydalavägen 73,15251,Södertälje   ,M,N
199309182385,P,10,Maria, ,Kuskusar,1,62,99,Vendevägen 5F,18269,Djursholm,  ,"Kuskusar, Maria",Vendevägen 5F/Avenbok,18269,Djursholm    ,K,N
199309182393,P,10,Martin, ,Havsnål Entelurus,8,40,99,Förrådsvägen 7,38631,Färjestaden,  ,"Havsnål Entelurus, Martin",Förrådsvägen 7,38631,Färjestaden  ,M,N
199309192384,P,12,Amanda Maria, ,Tragulus,1,26,99,Terapivägen 16D,14156,Huddinge,  ,"Tragulus, Amanda Maria",Terapivägen 16D,14156,Huddinge     ,K,N
199309192392,P,10,Bengt, ,Glutinosa,1,80,99,Dalagatan 35B,11323,Stockholm,  ,"Glutinosa, Bengt",Dalagatan 35B,11323,Stockholm    ,M,N
199309202381,P,10,Ethelé, ,Gröna markattor,8,40,99,Förrådsvägen 7,38631,Färjestaden,  ,"Gröna markattor, Ethelé",Förrådsvägen 7,38631,Färjestaden  ,K,N
199309202399,P,10,Arian, ,Spilocuscus,4,86,99,Bruksvägen 6A,64751,Åkers Styckebruk,  ,"Spilocuscus, Arian",Bruksvägen 6A,64751,Åkers Styckeb,M,N
199309212380,P,10,Lisa, ,Havsnål Nerophis,3,80,99,Ölandsresan 51,75755,Uppsala,  ,"Havsnål Nerophis, Lisa",Ölandsresan 51,75755,Uppsala      ,K,N
199309212398,P,10,Niklas, ,Virens,1,80,99,Sergelgatan 12,11157,Stockholm,  ,"Virens, Niklas",Sergelgatan 12,11157,Stockholm    ,M,N
199309222389,P,10,Linda Charlotte, ,Groplöja Leucaspius,1,80,99,Sergelgatan 12,11157,Stockholm,  ,"Groplöja Leucaspius, Linda Charlotte",Sergelgatan 12,11157,Stockholm    ,K,N
199309222397,P,10,Bertil, ,Havskattfiskar,20,62,99,Stenvägen 4,79237,Mora,  ,"Havskattfiskar, Bertil",Stenvägen 4,79237,Mora         ,M,N
199309232388,P,10,Matilda, ,Batoidea  ,1,82,99,Bergstigen 117,13833,Älta,  ,"Batoidea  , Matilda",Bergstigen 117,13833,Älta         ,K,N
199309232396,P,10,Bengt, ,Fjärsingfiskar,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Fjärsingfiskar, Bengt",Västra Hornsgatan 3,27432,Skurup       ,M,N
199309242387,P,10,Signe Kristin, ,Grönling Barbatula,1,82,99,Henriksdalsringen 53,13132,Nacka,  ,"Grönling Barbatula, Signe Kristin",Henriksdalsringen 53,13132,Nacka        ,K,N
199309242395,P,  , , , ,1,98,99, ,     , ,  , , ,     ,             , ,J
199309252386,P,10,Emmy, ,Vårsiklöja Coregonus,20,62,99,Stenvägen 4,79237,Mora,  ,"Vårsiklöja Coregonus, Emmy",Stenvägen 4,79237,Mora         ,K,N
199309252394,P,10,Benjamin, ,Gråsej-Pollachius,25,83,99,Antmans väg 31,95334,Haparanda,  ,"Gråsej-Pollachius, Benjamin",Antmans väg 31/Carpinus,95334,Haparanda    ,M,N
199309262385,P,10,Ingegärd, ,Pseudomys,20,62,99,Stenvägen 4,79237,Mora,  ,"Pseudomys, Ingegärd",Stenvägen 4,79237,Mora         ,K,N
199309262393,P,10,Johan Mika Tommy, ,Grässnultra Centrolabrus,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Grässnultra Centrolabrus, Johan M T",Klarbärsgatan 49,75452,Uppsala      ,M,N
199309272384,P,10,Karin, ,Rödspätta Pleuronectes,1,80,99,Kristallvägen 49F ,12678,Hägersten,  ,"Rödspätta Pleuronectes, Karin",Kristallvägen 49F,12678,Hägersten    ,K,N
199309272392,P,10,Niklas, ,Vårsiklöja Coregonus,1,80,99,Dalagatan 35B,11323,Stockholm,  ,"Vårsiklöja Coregonus, Niklas",Dalagatan 35B,11323,Stockholm    ,M,N
199309282383,P,10,Fannie, ,Ailurops,23,80,99,Ringvägen 21A,83137,Östersund,  ,"Ailurops, Fannie",Ringvägen 21A,83137,Östersund    ,K,N
199309282391,P,10,Martin, ,Kantnål Sygnathus,1,27,99,Vreta backe 24,14744,Tumba,  ,"Kantnål Sygnathus, Martin",Vreta backe 24,14744,Tumba        ,M,N
199309292382,P,10,Gina, ,Karpfiskar Cyprinidae,1,80,99,Kinnaredsgränd 9,12572,Älvsjö,  ,"Karpfiskar Cyprinidae, Gina",Kinnaredsgränd 9,12572,Älvsjö       ,K,N
199309292390,P,10,Bengt, ,Flodnejonöga Lampetra,14,80,99,Arvesgärde 10,41744,Göteborg,  ,"Flodnejonöga Lampetra, Bengt",Arvesgärde 10,41744,Göteborg     ,M,N
199309302389,P,10,Alicia, ,Elephantulus,1,83,99,Lekplatsvägen 1,17271,Sundbyberg,  ,"Elephantulus, Alicia",Lekplatsvägen 1,17271,Sundbyberg   ,K,N
199310012381,P,10,Ellen, ,Majfisk Alosa,1,80,99,Kristallvägen 49F ,12678,Hägersten,  ,"Majfisk Alosa, Ellen",Kristallvägen 49F,12678,Hägersten    ,K,N
199310012399,P,10,Remy, ,Elritsa Phoxinus,1,83,99,Lekplatsvägen 1,17271,Sundbyberg,  ,"Elritsa Phoxinus, Remy",Lekplatsvägen 1/Alm,17271,Sundbyberg   ,M,N
199310022380,P,10,Britta, ,Dvärgmyskdjur-mushjortar,1,20,99,Barrstigen 7,13936,Värmdö,  ,"Dvärgmyskdjur-mushjortar, Britta",Barrstigen 7,13936,Värmdö       ,K,N
199310022398,P,10,Arman, ,Sundasciurus hippurus,3,80,99,Ölandsresan 51,75755,Uppsala,  ,"Sundasciurus hippurus, Arman",Ölandsresan 51,75755,Uppsala      ,M,N
199310032389,P,10,Emmelie, ,Trutta,4,86,99,Bruksvägen 6A,64751,Åkers Styckebruk,  ,"Trutta, Emmelie",Bruksvägen 6A,64751,Åkers Styckeb,K,N
199310032397,P,10,Patrick, ,Ochrotomys,1,40,99,Eldarevägen 13,15531,Nykvarn,  ,"Ochrotomys, Patrick",Eldarevägen 13,15531,Nykvarn      ,M,N
199310042388,P,10,Elena, ,Gråhajartade,1,80,99,Kinnaredsgränd 9,12572,Älvsjö,  ,"Gråhajartade, Elena",Kinnaredsgränd 9/Bohuslind,12572,Älvsjö       ,K,N
199310042396,P,10,Berth, ,Hajar,4,86,99,Bruksvägen 6A,64751,Åkers Styckebruk,  ,"Hajar, Berth",Bruksvägen 6A,64751,Åkers Styckeb,M,N
199310052387,P,10,Janna, ,Clavata,3,80,99,Ölandsresan 51,75755,Uppsala,  ,"Clavata, Janna",Ölandsresan 51,75755,Uppsala      ,K,N
199310052395,P,10,Fredrik, ,Guldlaxartade,1,81,99,Metarvägen 3,15335,Järna,  ,"Guldlaxartade, Fredrik",Metarvägen 3,15335,Järna        ,M,N
199310062386,P,10,Karin, ,Rödtunga Glyptocephalus,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Rödtunga Glyptocephalus, Karin",Vårbergsplan 10,12743,Skärholmen   ,K,N
199310062394,P,10,Björn, ,Lota,1,28,99,Westerdahlsvägen 39,14461,Rönninge,  ,"Lota, Björn",Westerdahlsvägen 39/Quercus,14461,Rönninge     ,M,N
199310072385,P,10,Farma, ,Exilisciurus,4,86,99,Bruksvägen 6A,64751,Åkers Styckebruk,  ,"Exilisciurus, Farma",Bruksvägen 6A,64751,Åkers Styckeb,K,N
199310082384,P,10,Lydia, ,Pilchardus,1,80,99,Rindögatan 21,11558,Stockholm,  ,"Pilchardus, Lydia",Rindögatan 21,11558,Stockholm    ,K,N
199310082392,P,10,Östen, ,Brugd Cetorhinus,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,  ,"Brugd Cetorhinus, Östen",SANDSTUGAN 2/Popplar,14992,Nynäshamn    ,M,N
199310092383,P,10,Amelie, ,Funisciurus,25,83,99,Antmans väg 31,95334,Haparanda,  ,"Funisciurus, Amelie",Antmans väg 31/Fågelbär,95334,Haparanda    ,K,N
199310102380,P,10,Klara, ,Dvärgmakier,1,82,99,Edövägen 16B,13230,Saltsjö-boo,  ,"Dvärgmakier, Klara",Edövägen 16B/Avenbok,13230,Saltsjö-boo  ,K,N
199310102398,P,10,Arne, ,Ailurops,14,80,99,Arvesgärde 10,41744,Göteborg,  ,"Ailurops, Arne",Arvesgärde 10,41744,Göteborg     ,M,N
199310112397,P,10,Björn, ,Lotidae,1,27,99,Forvägen 17,14551,Norsborg,  ,"Lotidae, Björn",Forvägen 17/Prunus,14551,Norsborg     ,M,N
199310122388,P,10,Mia, ,Grönling Barbatula,1,80,99,Svartågatan 36,12845,Bagarmossen,  ,"Grönling Barbatula, Mia",Svartågatan 36,12845,Bagarmossen  ,K,N
199310122396,P,10,Aron, ,Phasianus,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Phasianus, Aron",August Malmsgatan 17B/Alnus,98136,Kiruna       ,M,N
199310132387,P,10,Emmie, ,Virens,3,80,99,Ölandsresan 51,75755,Uppsala,  ,"Virens, Emmie",Ölandsresan 51,75755,Uppsala      ,K,N
199310132395,P,10,Bertil, ,Havsnejonöga Petromyzon,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Havsnejonöga Petromyzon, Bertil",Ljunggatan 13,41321,Göteborg     ,M,N
